id,vname,query,duration,gt_s,gt_e,pred_s,pred_e,iou
3035,v_N3WVKg7Q2io.mp4,""" They are running around trying to score for their team.""",102.87,83.83,102.87,48.4,95.6,0.2160822471085
3036,v_ub0pmYL8i5s.mp4,"""A silver sink is shown and a black hose with a scrubber on the bottom of it begins cleaning the sink with steam coming out of it.""",59.63,0,28.03,0.0,20.5,0.7313592579379237
3037,v_ub0pmYL8i5s.mp4,"""Once completed,the person then takes a white rag and goes into the sink and washes away the moisture from the steam.""",59.63,28.03,59.63,24.3,44.9,0.47749787715822245
3038,v_w50et2-vEOQ.mp4,"""We see the title and introductions screens.""",92.24000000000001,0,8.76,25.0,40.6,0.0
3039,v_w50et2-vEOQ.mp4,""" We see a boat with a man on it.""",92.24000000000001,8.76,12.91,35.9,54.3,0.0
3040,v_w50et2-vEOQ.mp4,""" We see people and the interior of the boat.""",92.24000000000001,12.91,19.37,25.0,46.0,0.0
3041,v_w50et2-vEOQ.mp4,""" The man wakeboards around a lake.""",92.24000000000001,19.83,88.09,33.7,57.3,0.3457368883680046
3042,v_w50et2-vEOQ.mp4,""" We see the boat with people in it.""",92.24000000000001,44.74,49.81,15.9,40.4,0.0
3043,v_w50et2-vEOQ.mp4,""" The man pulls out the ladder and climbs on the boat then we see a boat take off, and in a show room.""",92.24000000000001,58.11,72.87,26.6,45.9,0.0
3044,v_w50et2-vEOQ.mp4,""" The man falls off the wakeboard 2 times.""",92.24000000000001,79.79,89.01,0.0,36.4,0.0
3045,v_w50et2-vEOQ.mp4,""" We see the ending title screen.""",92.24000000000001,88.09,92.24,5.9,44.8,0.0
3046,v_QYU2srH753Q.mp4,"""The credits of the clip is shown.""",178.93,0,39.37,106.7,121.0,0.0
3047,v_QYU2srH753Q.mp4,""" A person cracks their hands.""",178.93,39.37,43.84,140.7,163.8,0.0
3048,v_QYU2srH753Q.mp4,""" Birds flock the sky above the dirt track.""",178.93,50.1,51,118.4,131.7,0.0
3049,v_QYU2srH753Q.mp4,""" A person's shadow  moves over the surface of a white trailer.""",178.93,51.89,54.57,41.2,66.9,0.10428015564202332
3050,v_QYU2srH753Q.mp4,""" A person rides a dirt bike.""",178.93,55.47,161.93,64.4,126.6,0.584256997933496
3051,v_QYU2srH753Q.mp4,"""  A person shovels dirt.""",178.93,67.1,67.99,54.7,84.3,0.030067567567567594
3052,v_QYU2srH753Q.mp4,""" A person stands with sign at the end of the dirt race track.""",178.93,88.57,89.47,55.7,77.9,0.0
3053,v_QYU2srH753Q.mp4,""" A person lifts a dirt bike and places on a stool.""",178.93,92.15,93.94,0.0,10.8,0.0
3054,v_QYU2srH753Q.mp4,""" A male child runs and smiles.""",178.93,112.73,115.41,6.9,18.7,0.0
3055,v_QYU2srH753Q.mp4,""" A helicopter hovers over the race track.""",178.93,119.89,120.78,106.6,146.0,0.022588832487309658
3056,v_QYU2srH753Q.mp4,""" A lady pulls on a rider's helmet.""",178.93,140.46,141.36,25.9,37.5,0.0
3057,v_QYU2srH753Q.mp4,""" The credits of the video are shown.""",178.93,166.41,178.04,125.5,132.3,0.0
3058,v__i_ERtwvcJE.mp4,"""A man is shown staring off into the distance while another holds a ball at a beer pong table.""",31.72,0,12.37,20.8,30.0,0.0
3059,v__i_ERtwvcJE.mp4,""" The camera shows the ball hitting the table and landing into the cup on the other side.""",31.72,13.96,24.58,15.3,27.3,0.6956521739130433
3060,v__i_ERtwvcJE.mp4,""" The first man looks down at the cup and grimaces at what he sees.""",31.72,23.95,31.72,19.1,29.3,0.4239302694136294
3061,v_4R5KDUqBPcU.mp4,"""There's a man wearing a black athletic suit in a shot put field practicing shot put.""",10.24,1.95,5.79,20.1,30.2,0.0
3062,v_4R5KDUqBPcU.mp4,""" He begins by taking the ball in his hand and holding it against his neck.""",10.24,5.79,8.81,5.2,9.5,0.702325581395349
3063,v_4R5KDUqBPcU.mp4,""" Then he spins around and throws the ball far ahead.""",10.24,8.81,9.68,0.0,9.8,0.08877551020408155
3064,v_l8aaaDY4ehA.mp4,"""We see a man mowing a lawn.""",186.46,0,78.31,25.7,44.3,0.23751755842165748
3065,v_l8aaaDY4ehA.mp4,""" He stands on the stairs to mow.""",186.46,17.71,23.31,0.0,162.4,0.03448275862068964
3066,v_l8aaaDY4ehA.mp4,""" It switches to a woman mowing.""",186.46,78.31,126.79,30.4,44.0,0.0
3067,v_l8aaaDY4ehA.mp4,""" It goes back to the man mowing.""",186.46,125.86,165.01,60.9,93.3,0.0
3068,v_l8aaaDY4ehA.mp4,"""  The man puts the mower in the shed and goes into the house.""",186.46,165.01,186.46,22.3,40.7,0.0
3069,v_nsDyItaRUXI.mp4,"""A woman is knitting what appears to be a scarf while sitting in front of a computer keyboard.""",82.72,0,4.55,32.3,63.5,0.0
3070,v_nsDyItaRUXI.mp4,""" She is using the needles to make the scarf.""",82.72,7.03,53.36,13.6,33.9,0.43816101877832936
3071,v_nsDyItaRUXI.mp4,""" She pulls the yarn through with the loop several times.""",82.72,56.25,82.72,25.8,40.5,0.0
3072,v_EoQgUlLb3U4.mp4,"""A man turns his body around, preparing to throw his discus.""",52.11,0,26.05,17.6,33.1,0.2552870090634441
3073,v_EoQgUlLb3U4.mp4,""" The man throws the discus really hard.""",52.11,26.31,31.78,16.7,33.4,0.3275449101796409
3074,v_EoQgUlLb3U4.mp4,""" The man watches ahead after his discus.""",52.11,32.05,52.11,17.3,42.0,0.285837403045102
3075,v_MRpg1K7YWSE.mp4,"""A person's hand is seen throwing several darts onto a board on the other side of the room.""",32.09,0,18.13,21.7,30.1,0.0
3076,v_MRpg1K7YWSE.mp4,""" The camera then moves closer to the board and zooms in on the location of where the darts are thrown.""",32.09,18.29,32.09,14.1,26.7,0.4674819344080044
3077,v_ESsUwNlkJoo.mp4,"""The letters RPM appear on the screen.""",69.27,0,4.16,12.0,26.4,0.0
3078,v_ESsUwNlkJoo.mp4,""" A room is filled with people riding exercise bikes.""",69.27,6.93,33.25,0.0,13.6,0.2006015037593985
3079,v_ESsUwNlkJoo.mp4,""" They go as fast as they can, advertising a fitness gym.""",69.27,37.06,69.27,20.9,30.0,0.0
3080,v_qkN9uA8izVE.mp4,"""Two men are seen holding each other's hands and moving one to the other side arm wrestling.""",53.85,0,38.77,14.5,40.5,0.5992592592592594
3081,v_qkN9uA8izVE.mp4,""" The men struggle a bit and ends with one slamming the other's down.""",53.85,35.27,53.85,17.6,35.1,0.0
3082,v_K-eZfCs8yOc.mp4,"""A young man plays violin while wearing headsets.""",182.46,0,131.37,47.9,64.6,0.12712186952881172
3083,v_K-eZfCs8yOc.mp4,""" Then, the young man finish playing and take off the headsets.""",182.46,145.06,155.09,33.6,50.0,0.0
3084,v_xj-f9hzQ3Lc.mp4,"""Several dirt bikers are standing under a garage behind a stand preparing to race.""",54.2,0,14.36,0.0,10.9,0.7590529247910864
3085,v_xj-f9hzQ3Lc.mp4,"""Someone calls a mark and they all stand up on their pedals preparing to be released.""",54.2,14.36,35.5,17.3,34.8,0.8278145695364236
3086,v_xj-f9hzQ3Lc.mp4,"""The bar is finally let down and the boys begin racing throughout the track that's covered in hills as people stand throughout it to watch them.""",54.2,35.77,54.2,15.1,23.5,0.0
3087,v_RTIzzeNaH2Q.mp4,"""A bike is being shown in the narrow walkway.""",156.78,0,61.14,22.7,30.9,0.13411841674844618
3088,v_RTIzzeNaH2Q.mp4,"""  An old man wearing gray shirt is putting on and screwing the black handle bars in the front of the bike, then put the front wheel of the bike, tighten the screw, and lastly he put the seat on.""",156.78,59.58,148.94,0.0,46.5,0.0
3089,v_A5JcwIaP30Y.mp4,"""A man is trying to balance himself on a rope, he walks on it and does a flip off.""",125.11,0,25.02,31.4,46.5,0.0
3090,v_A5JcwIaP30Y.mp4,""" He gets back on the rope and does another back flip off.""",125.11,25.02,57.55,26.6,32.8,0.190593298493698
3091,v_A5JcwIaP30Y.mp4,""" He grips the the rope super tight with his feet while he walks across.""",125.11,57.55,90.08,37.5,46.9,0.0
3092,v_A5JcwIaP30Y.mp4,""" He has trouble balancing on it, starts going backwards.""",125.11,90.08,125.11,0.0,39.5,0.0
3093,v_gnVupEzu59g.mp4,"""People are snowboarding down a hill of snow.""",193.38,0,193.38,0.0,99.7,0.5155652083979729
3094,v_gnVupEzu59g.mp4,""" A man in red goggles is standing in the snow.""",193.38,45.44,48.34,30.8,48.7,0.16201117318435784
3095,v_gnVupEzu59g.mp4,""" People are riding a ski lift up the mountain.""",193.38,147.93,152.77,40.3,63.8,0.0
3096,v_6lIi6-Y6q10.mp4,"""There's a man dressed in a formal attire with shirt and tie demonstrating how to make a cocktail called Pimms.""",138.74,17.34,47.17,22.4,30.0,0.2547770700636943
3097,v_6lIi6-Y6q10.mp4,""" He puts some ice cubes in a talll glass and then adds some Pimms in it.""",138.74,47.17,86.02,67.4,128.9,0.22782332069007696
3098,v_6lIi6-Y6q10.mp4,""" He slices some lemons and puts the lemons along with a cherry on a toothpick.""",138.74,86.02,122.09,0.0,33.0,0.0
3099,v_6lIi6-Y6q10.mp4,""" Then he puts a slice of cucumber that is cut lengthwise into the cocktail.""",138.74,122.09,133.19,0.0,44.4,0.0
3100,v_bOULU-0Nloc.mp4,"""In a sped up mode an elderly man walks to the front of a house and grabs a blue snow plow.""",176.31,0,4.41,139.7,161.4,0.0
3101,v_bOULU-0Nloc.mp4,""" Continuing in the sped up mode, the man begins to plow snow to make a path.""",176.31,4.41,18.51,26.7,44.3,0.0
3102,v_bOULU-0Nloc.mp4,""" The man then moves the camera view and plows the snow in a different area that is fenced in.""",176.31,18.51,88.15,46.5,103.0,0.49295774647887336
3103,v_bOULU-0Nloc.mp4,"""The man grabs the camera, points to the plow and then pans to the different areas of the yard.""",176.31,88.15,106.67,22.0,69.5,0.0
3104,v_bOULU-0Nloc.mp4,""" The man then goes indoors to show a messy and cluttered workshop filled with tools and supplies.""",176.31,106.67,118.13,27.9,34.6,0.0
3105,v_bOULU-0Nloc.mp4,""" The man goes back outside, shows his dog and walks around his yard, puts his dog down and the dog runs back to the workshop and pushes the door open.""",176.31,118.13,176.31,138.1,165.9,0.4778274321072535
3106,v_M_CU9guT3C0.mp4,"""A woman talks in a kitchen, then she shows a brush.""",98.27000000000001,0,34.88,39.7,70.0,0.0
3107,v_M_CU9guT3C0.mp4,""" The woman opens the faucet and washes a dish with the brush, then she brush her hand while explaining.""",98.27000000000001,35.38,66.82,20.8,30.0,0.0
3108,v_M_CU9guT3C0.mp4,""" Then, she washes a dish with the brush, then she explains showing the brush.""",98.27000000000001,67.31,98.27,46.3,60.5,0.0
3109,v_jwYgWG2fqOA.mp4,"""A dancer positions herself to begin her dance.""",169.3,0,11.85,130.3,140.6,0.0
3110,v_jwYgWG2fqOA.mp4,""" The dancer performs her dance routine holding a wand.""",169.3,12.7,166.76,132.2,162.4,0.19602752174477486
3111,v_jwYgWG2fqOA.mp4,""" The woman throws her wand as part of her dance and runs to grab it and resumes her performance.""",169.3,122.74,166.76,115.6,127.3,0.0891321344800626
3112,v_jwYgWG2fqOA.mp4,""" The woman takes a bow, finishing her dance.""",169.3,167.6,169.3,0.0,16.7,0.0
3113,v_fO2fWjYEhMc.mp4,"""A man in white shirt and white shorts is holding a croquet bat, he is bending over and swing the bat slowly in the air before hitting the blue ball.""",26.22,0,15.86,16.3,31.5,0.0
3114,v_fO2fWjYEhMc.mp4,""" The ball went flying passing the ball in a small rectangular holes, and hit the ground.""",26.22,13.11,26.22,0.0,31.5,0.41619047619047617
3115,v__pMQwrt-cf4.mp4,"""We see the opening  title screen.""",70.52,0,4.94,21.4,34.6,0.0
3116,v__pMQwrt-cf4.mp4,""" We see stills of the flooring material.""",70.52,5.29,30.32,12.6,26.9,0.5713144226927687
3117,v__pMQwrt-cf4.mp4,""" A man cuts and puts the superfloor on the floor.""",70.52,31.38,56.42,0.0,57.4,0.43623693379790945
3118,v__pMQwrt-cf4.mp4,""" The man then unrolls carpet over the superfloor.""",70.52,56.42,66.99,36.5,61.3,0.16005247622171193
3119,v__pMQwrt-cf4.mp4,""" We then see the ending screen.""",70.52,68.4,70.52,20.8,30.0,0.0
3120,v_tGuPkIKGIK4.mp4,"""A woman holds a dog and take to the bathroom to take a bath in a bathtub while rubbing the body with soap.""",94.34,0,26.89,20.6,30.3,0.20759075907590757
3121,v_tGuPkIKGIK4.mp4,""" The dog waits until the woman grab a towel to dry the body of the dog.""",94.34,30.66,92.46,38.4,50.7,0.1990291262135923
3122,v_tGuPkIKGIK4.mp4,""" The dog looks angry and show his teeth.""",94.34,51.89,80.19,20.8,30.0,0.0
3123,v_tGuPkIKGIK4.mp4,""" Then, woman give a kiss to then dog.""",94.34,93.4,94.34,0.0,10.5,0.0
3124,v_HGy8UgabFMw.mp4,"""A man in blue shirt and jeans is wearing black gloves and trimming the hedge with an orange trimming machine, doing the side first then the front and then the other side.""",63.11,0,18.93,22.4,33.6,0.0
3125,v_HGy8UgabFMw.mp4,""" He climbed the blue-green ladder to trim the top of the hedge, he moved the ladder to do the middle top of the hedge.""",63.11,14.2,37.55,14.6,47.4,0.6912650602409637
3126,v_HGy8UgabFMw.mp4,""" The man trimmed the round low bush, used the ladder to trim the top of the round hedge.""",63.11,31.87,63.11,24.6,30.0,0.0
3127,v_mGLCCohSA0A.mp4,"""Several kitchens are shown in the backdrop as a Around the House Menards logo flashes in the middle of the screen.""",169.92000000000002,0,15.29,154.6,180.9,0.0
3128,v_mGLCCohSA0A.mp4,"""After, a man in blue polo is shown pasting tile on the back of the kitchen walls to renovate the home.""",169.92000000000002,15.29,27.19,50.9,86.7,0.0
3129,v_mGLCCohSA0A.mp4,"""Another man is shown sanding and painting the wall and renovating another home.""",169.92000000000002,28.04,35.68,24.4,51.4,0.28296296296296297
3130,v_mGLCCohSA0A.mp4,"""A block of tile is shown again but it is flipped over to see the net on the back of it.""",169.92000000000002,35.68,52.68,37.8,50.5,0.7470588235294119
3131,v_mGLCCohSA0A.mp4,"""The men continue to renovate the house, measuring the wall,fixing the lights and pasting the tile on the wall.""",169.92000000000002,52.68,150.38,125.9,147.8,0.22415557830092128
3132,v_mGLCCohSA0A.mp4,"""Finally, the finished product of the wall is shown.""",169.92000000000002,150.38,169.92,24.3,65.3,0.0
3133,v_WEoelJQYlxk.mp4,"""A picture of a man washing a car is shown and leads into several men washing the same car.""",64.69,0,21.02,25.3,42.0,0.0
3134,v_WEoelJQYlxk.mp4,""" The men vacuum the inside as well as clean the dashboard and entire interior and exterior.""",64.69,20.38,53.37,17.1,41.8,0.5905707196029777
3135,v_WEoelJQYlxk.mp4,""" The car is shown off again in the end all clean.""",64.69,53.37,64.69,15.5,40.9,0.0
3136,v_h9WOFfVGeAQ.mp4,"""A man is standing up playing bagpipes.""",33.96,0,33.96,20.8,30.0,0.270906949352179
3137,v_h9WOFfVGeAQ.mp4,""" People are sitting on a couch laughing at him.""",33.96,7.47,33.96,15.9,31.6,0.5926764816912042
3138,v_8EDq3cjHhz0.mp4,"""We see two people in a studio.""",190.23,0,9.51,33.6,74.6,0.0
3139,v_8EDq3cjHhz0.mp4,""" We then see a man in a bowling alley speaking to the camera with a man in a bowling pin costume.""",190.23,9.51,29.49,21.5,46.7,0.21484269965044359
3140,v_8EDq3cjHhz0.mp4,""" The man then interviews a man in a black jacket.""",190.23,30.44,60.87,48.3,65.4,0.359553775743707
3141,v_8EDq3cjHhz0.mp4,""" We see the bowling pin throw a green bowling ball.""",190.23,59.92,80.85,125.0,166.0,0.0
3142,v_8EDq3cjHhz0.mp4,""" The newscaster then throws a blue ball down the lane and another ball at the bowling pin mascot who falls over.""",190.23,81.8,109.38,46.6,134.8,0.31269841269841264
3143,v_8EDq3cjHhz0.mp4,""" We then see a split screen with the pin running behind the newscaster and the people in the studio in the upper left corner.""",190.23,110.33,182.62,23.3,70.3,0.0
3144,v_8EDq3cjHhz0.mp4,""" The pin throws a ball at the newscaster, and we return to the studio.""",190.23,183.57,190.23,25.0,35.9,0.0
3145,v_wBwBm7Ju9a8.mp4,"""A talking and smiling man is standing in an indoor area and then motions to his right and a woman walks towards him and she begins to talk and smile with him.""",131.63,0,24.35,0.0,49.6,0.49092741935483875
3146,v_wBwBm7Ju9a8.mp4,"""The woman is now jumping on a trampoline by herself and then she stands on a jumping board and simulates a jump off of a diving board and going straight down into a pool, but instead she lands on a large, soft, black landing mat.""",131.63,24.35,44.1,0.0,23.9,0.0
3147,v_wBwBm7Ju9a8.mp4,""" The man is now jumping on the trampoline and he does the the exact same thing as the woman just did.""",131.63,44.1,61.21,25.3,65.8,0.42246913580246914
3148,v_wBwBm7Ju9a8.mp4,""" Now the woman is standing at an outdoor pool talking and she jumps off of the diving board first, does a few flips and then lands in the water.""",131.63,61.21,76.35,100.1,117.3,0.0
3149,v_wBwBm7Ju9a8.mp4,"""The man appears in front of the camera holding up a small speedo, he shakes his head in disapproval of the speedos, throws it on the camera, and they show him doing leg warm ups wearing a long pair of swimming shorts.""",131.63,76.35,82.27,0.0,13.0,0.0
3150,v_wBwBm7Ju9a8.mp4,"""Then man goes on the diving board, rubs his hands together, then jumps off the diving board 4 times and does various flips before he lands in the water.""",131.63,82.27,113.86,46.5,127.8,0.38856088560885615
3151,v_wBwBm7Ju9a8.mp4,""" The man and the woman are now on the ground talking and they turn to look at the tallest diving board, and a quick shot from tallest diving board is showing high it is, then it goes back to the man and the woman still standing next to the pool and talking.""",131.63,113.86,131.63,20.0,30.0,0.0
3152,v_wBbSb9Ubis4.mp4,"""A close up of a bull is seen as well as another laying on the ground.""",200.29,2,58.08,6.3,17.4,0.19793152639087017
3153,v_wBbSb9Ubis4.mp4,""" Another bull is seen running off into the distance and chasing a person.""",200.29,57.08,145.21,151.0,171.4,0.0
3154,v_wBbSb9Ubis4.mp4,""" Several people are seen running away from a bull in many shots as they chase them down.""",200.29,118.17,196.28,100.6,141.5,0.24383361204013373
3155,v_kZMDKbfIis0.mp4,"""A man is kneeling down on ice.""",76.39,0,10.31,17.7,29.4,0.0
3156,v_kZMDKbfIis0.mp4,""" He begins playing a game of curling.""",76.39,9.93,76.39,21.6,31.5,0.14896178152272038
3157,v_kZMDKbfIis0.mp4,""" Two people scrub the ice in front of the curling ball.""",76.39,22.92,25.21,30.3,40.4,0.0
3158,v_6aWTCiY3eww.mp4,"""A man is seen climbing onto of a camel and begins walking around with a man in front.""",35.83,0.54,15.05,15.6,31.0,0.0
3159,v_6aWTCiY3eww.mp4,""" The man speaks to one on top and gives the camel a slap while looking back to speak to the camera.""",35.83,9.85,34.75,14.4,34.1,0.7911646586345383
3160,v_NcEWimHnC54.mp4,"""We see an opening title screen.""",148.38,0,5.19,41.0,58.5,0.0
3161,v_NcEWimHnC54.mp4,""" We see snow covered ski slope and a title screen.""",148.38,5.19,13.35,24.0,44.9,0.0
3162,v_NcEWimHnC54.mp4,""" We see people skiing and snowboarding down the hill.""",148.38,13.35,135.02,0.0,36.2,0.16923418752777367
3163,v_NcEWimHnC54.mp4,""" The names are shown in a blue bar above.""",148.38,13.35,35.61,43.7,126.6,0.0
3164,v_NcEWimHnC54.mp4,""" We see a man holding a selfie stick as he boards down the hill.""",148.38,37.09,45.25,44.7,84.9,0.01150386948337162
3165,v_NcEWimHnC54.mp4,""" We see a person in dense woods riding a snowboard.""",148.38,105.35,106.83,23.3,138.9,0.012802768166089998
3166,v_NcEWimHnC54.mp4,""" We see the ending credits.""",148.38,136.51,148.38,6.1,32.7,0.0
3167,v_4CTczKzaPa4.mp4,"""Several men stand around a pinata.""",52.62,0,10.26,20.9,30.2,0.0
3168,v_4CTczKzaPa4.mp4,""" A man spins a blindfolded man around.""",52.62,10.52,21.05,19.5,33.8,0.06658075601374575
3169,v_4CTczKzaPa4.mp4,""" The blindfolded man takes a few swings at the pinata.""",52.62,21.57,52.62,21.4,31.7,0.32447149263292757
3170,v_4CTczKzaPa4.mp4,""" A woman in red shirt laughs.""",52.62,47.09,52.62,10.0,20.0,0.0
3171,v_beRmfL0Uh28.mp4,"""A Caucasian man wearing a red helmet is sitting in a boat in the water talking to water.""",160.66,0,13.66,35.6,56.9,0.0
3172,v_beRmfL0Uh28.mp4,"""The rocky water is shown and then the man comes down kayaking throughout the white waters.""",160.66,13.66,44.98,106.8,156.5,0.0
3173,v_beRmfL0Uh28.mp4,"""A flash of vacant water is shown then a group of ten people are pictured kayaking together over the rocks and water and eventually are pushed out the kayak by the large wave.""",160.66,44.18,93.18,0.0,128.6,0.3810264385692069
3174,v_beRmfL0Uh28.mp4,"""The group of people continue swimming through the water trying to find land.""",160.66,93.18,120.49,12.5,26.8,0.0
3175,v_beRmfL0Uh28.mp4,"""They eventually get out and each person begins talking the camera about what they've just experienced.""",160.66,120.49,160.66,55.4,65.6,0.0
3176,v_X74SOIQRD4M.mp4,"""The players are running in the field with their bats.""",16.21,0,2.76,21.6,33.0,0.0
3177,v_X74SOIQRD4M.mp4,""" The player in shirt is running with player in red shirt.""",16.21,2.43,11.1,5.1,22.7,0.2960039467192896
3178,v_X74SOIQRD4M.mp4,""" The two players began walking.""",16.21,9.97,16.21,22.6,31.8,0.0
3179,v_RDCZQ0nWIPc.mp4,"""A white screen appears and special affects reveal the words ""Howcast original"".""",115.59,0,2.31,12.1,28.8,0.0
3180,v_RDCZQ0nWIPc.mp4,""" A man is talking while various clips of people rollerblading play and a screen pops up indicating that he's giving tips on ""Rollerblading Basics: How to Control Speed on Rollerblades"", and he picks up a pair of rollerblades and points to the wheels, then more clips of him rollerblading and showing examples plays.""",115.59,2.31,113.86,54.5,114.4,0.529574449103399
3181,v_RDCZQ0nWIPc.mp4,""" The outro appears and it's the white screen in the intro that include the words ""Howcast original"".""",115.59,115.01,115.59,24.9,47.4,0.0
3182,v_7rf06_5zNJk.mp4,"""Members of a belly dance academy do a choreographed routine in an advertisement for the school.""",237.7,0,237.7,24.9,30.0,0.02145561632309635
3183,v_7rf06_5zNJk.mp4,"""  They move around the stage and then show their bellies.""",237.7,59.43,209.18,16.9,31.2,0.0
3184,v_9ku5v_hSVMw.mp4,"""A man squats and holds a bar over his head several times.""",41.47,0,39.4,0.0,20.8,0.5279187817258884
3185,v_9ku5v_hSVMw.mp4,""" A man in a red shirt watches him.""",41.47,4.15,39.4,19.2,30.4,0.31773049645390067
3186,v_9ku5v_hSVMw.mp4,""" He drops the bar on the ground in front of him.""",41.47,39.19,39.4,0.0,31.0,0.0
3187,v_Y2gFwWnli4g.mp4,"""A chef speaks as she stands by a table full of cooking ingredients.""",116.94,6.43,24.56,25.1,45.7,0.0
3188,v_Y2gFwWnli4g.mp4,""" She grabs oil and salt and pours it into a mixing bowl.""",116.94,25.14,35.08,103.0,115.9,0.0
3189,v_Y2gFwWnli4g.mp4,""" She stirs the ingredients with some tongs.""",116.94,35.67,40.93,17.6,23.4,0.0
3190,v_Y2gFwWnli4g.mp4,""" She pours some tomatoes, zucchini and red onions into the mixing bowl.""",116.94,41.51,54.38,0.0,94.8,0.13575949367088613
3191,v_Y2gFwWnli4g.mp4,""" She cuts up some cilantro.""",116.94,54.96,60.81,65.4,77.5,0.0
3192,v_Y2gFwWnli4g.mp4,""" She throws the cilantro into the mixing bowl.""",116.94,61.39,64.31,22.6,30.0,0.0
3193,v_Y2gFwWnli4g.mp4,""" She mixes the vegetables in the mixing bowl with the tongs.""",116.94,64.9,85.36,14.6,101.4,0.2357142857142856
3194,v_Y2gFwWnli4g.mp4,""" She places the vegetable on top of some arugula on a plate.""",116.94,85.95,95.3,15.0,24.9,0.0
3195,v_Y2gFwWnli4g.mp4,""" She shows off the salad.""",116.94,95.89,104.66,103.5,112.4,0.07026044821320389
3196,v_6TgVNz6PATk.mp4,"""A person in red jacket is standing at the side of the lane.""",35.02,0,7.18,18.7,25.6,0.0
3197,v_6TgVNz6PATk.mp4,""" Two people are sliding down the lane covered in snow.""",35.02,2.8,14.71,13.3,26.6,0.0592436974789916
3198,v_6TgVNz6PATk.mp4,""" The woman in the tube is going further down the lane as she wave her arms.""",35.02,12.61,32.74,24.9,32.2,0.36264282165921524
3199,v_SwQbnQX7LCQ.mp4,"""A grey car is parked on a driveway, then a person washes the rims of the car.""",158.27,3.96,56.98,24.4,44.9,0.38664654847227464
3200,v_SwQbnQX7LCQ.mp4,""" After, the person spreads soap on the car with a bottle joint to a hose, after he brushes the front light of the car.""",158.27,57.77,97.33,0.0,109.5,0.3612785388127853
3201,v_SwQbnQX7LCQ.mp4,""" Then, the person cleans the hood with a cloth.""",158.27,97.33,106.04,128.6,141.8,0.0
3202,v_SwQbnQX7LCQ.mp4,""" Next, the person rinses and dries the car.""",158.27,107.62,158.27,48.6,74.7,0.0
3203,v_Lml6HGhM4yg.mp4,"""A person is seen holding a tennis racket on a field and hits the ball across the field.""",44.4,1.78,18.87,19.0,30.3,0.0
3204,v_Lml6HGhM4yg.mp4,""" He then smiles and walks to the camera while pointing into the distance and fist bumping.""",44.4,14.43,43.73,26.6,42.4,0.5392491467576791
3205,v_u1grT0O81Qg.mp4,"""A group of fencers pose with an instructor.""",159.34,0,10.36,43.8,84.5,0.0
3206,v_u1grT0O81Qg.mp4,""" The fencers are shown inside a gym, practicing.""",159.34,14.34,95.6,35.7,47.5,0.14521289687423083
3207,v_u1grT0O81Qg.mp4,""" They jab and do various moves with each other during the match.""",159.34,97.19,159.34,46.6,61.8,0.0
3208,v_qCtoh8hxjOA.mp4,"""A person is seen sitting a top a slide and begins riding down the slide.""",25.59,0,13.43,0.0,24.9,0.5393574297188756
3209,v_qCtoh8hxjOA.mp4,""" She meets another person at the bottom while laughing to the camera and another person running in.""",25.59,14.2,25.59,14.7,21.8,0.6233538191395962
3210,v_n18TxTWnbFI.mp4,"""A person is standing on a diving board.""",54.71,0,2.74,0.0,30.8,0.08896103896103896
3211,v_n18TxTWnbFI.mp4,""" They jump off the diving board into the pool.""",54.71,3.01,6.84,22.0,41.5,0.0
3212,v_n18TxTWnbFI.mp4,""" He falls backward into the water.""",54.71,18.33,23.25,16.0,34.8,0.2617021276595746
3213,v_n18TxTWnbFI.mp4,""" Someone is jumping into the water off the diving board.""",54.71,23.52,30.36,20.2,30.7,0.6514285714285715
3214,v_n18TxTWnbFI.mp4,""" A  person jumps and goes under the water.""",54.71,30.36,41.3,24.3,48.4,0.4539419087136929
3215,v_n18TxTWnbFI.mp4,""" A man is jumping high and does a flip into the water off of the diving board.""",54.71,41.58,48.69,14.1,33.3,0.0
3216,v_n18TxTWnbFI.mp4,""" A person does a black flip into the water off the diving board.""",54.71,48.69,54.71,20.5,34.4,0.0
3217,v_VCdZ9gfzRWo.mp4,"""A large Christmas tree is sitting in a room.""",39.01,0,5.27,15.0,26.5,0.0
3218,v_VCdZ9gfzRWo.mp4,""" A man and woman are putting lights on the Christmas tree.""",39.01,5.85,39.01,23.3,36.6,0.4010856453558505
3219,v_VCdZ9gfzRWo.mp4,""" A dog is walking around the Christmas tree.""",39.01,8.78,39.01,18.6,29.4,0.35726099900760827
3220,v_Ok_Tjkob8IA.mp4,"""little kid is standing in front of a counter with jars and ingedients in front of her.""",197.07,0,36.46,110.8,123.2,0.0
3221,v_Ok_Tjkob8IA.mp4,""" woman is putting sugar in a pan with water and heat it, put water and lemon juice and mixing all the ingredients in a jar.""",197.07,36.46,197.07,26.9,44.3,0.04607157548334017
3222,v_1aRRlW0k-_4.mp4,"""A boy is playing with a ball.""",93.37,0,20.54,26.5,37.9,0.0
3223,v_1aRRlW0k-_4.mp4,""" Kids are practicing lacrosse on a field of grass.""",93.37,30.34,93.37,42.9,70.0,0.42995399016341423
3224,v_1aRRlW0k-_4.mp4,""" A man in a black jacket is watching them play.""",93.37,68.16,83.1,39.3,63.0,0.0
3225,v_DRI64Xoxy5w.mp4,"""There are lots of people standing outdoors just walking around and talking.""",59.82,0,59.82,10.6,34.4,0.3978602474088933
